Fytoken,Symbol Details,Tick size,ISIN,NSE_SYMBOL,SYMBOL
101000000023089,SDL UP 7.38% 2036,0.01,IN3320230292,NSE:738UP36-SG,738UP36
101000000023090,SDL HP 7.41% 2036,0.01,IN1720230136,NSE:741HP36-SG,741HP36
101000000023091,SDL KA 7.37% 2037,0.01,IN1920230324,NSE:737KA37-SG,737KA37
101000000023092,SDL KA 7.37% 2038,0.01,IN1920230332,NSE:737KA38A-SG,737KA38A
101000000023093,SDL PY 7.38% 2038,0.01,IN3820230057,NSE:738PY38-SG,738PY38
101000000023095,SDL BR 7.39% 2039,0.01,IN1320230247,NSE:739BR39-SG,739BR39
101000000023096,SDL TS 7.37% 2041,0.01,IN4520230462,NSE:737TS41-SG,737TS41
101000000023098,SDL WB 7.39% 2042,0.01,IN3420230267,NSE:739WB42-SG,739WB42
101000000023099,SDL KL 7.38% 2044,0.01,IN2020230230,NSE:738KL44-SG,738KL44
101000000023100,SDL WB 7.39% 2044,0.01,IN3420230275,NSE:739WB44-SG,739WB44
101000000023101,SDL RJ 7.37% 2045,0.01,IN2920230504,NSE:737RJ45-SG,737RJ45
101000000023102,SDL JK 7.36% 2049,0.01,IN4920230260,NSE:736JK49-SG,736JK49
101000000023103,SDL TS 7.36% 2050,0.01,IN4520230470,NSE:736TS50-SG,736TS50
101000000023104,SDL KL 7.36% 2054,0.01,IN2020230248,NSE:736KL54-SG,736KL54
101000000023105,SDL TN 7.36% 2054,0.01,IN3120230476,NSE:736TN54-SG,736TN54
101000000023106,GOI TBILL 91D-13/06/24,0.01,IN002023X534,NSE:91D130624-TB,91D130624
101000000023107,GOI TBILL 182D-12/09/24,0.01,IN002023Y524,NSE:182D120924-TB,182D120924
101000000023108,GOI TBILL 364D-13/03/25,0.01,IN002023Z539,NSE:364D130325-TB,364D130325
101000000023109,PFC 7.55% 2027 SR BS238,0.01,INE134E08MZ8,NSE:PFC-NA,PFC
101000000023111,MAGNUM VENTURES 18% 2027,0.01,INE387I07013,NSE:MAGNUM-N0,MAGNUM
101000000023113,PRATHAM EPC PROJECTS LTD,0.05,INE0QA601016,NSE:PRATHAM-SM,PRATHAM
101000000023117,SEC RE NCD 10.00% SR. I,0.01,INE342T07478,NSE:NAVIFIN-N9,NAVIFIN
101000000023119,SEC RE NCD 10.40% SR.II,0.01,INE342T07437,NSE:NAVIFIN-NA,NAVIFIN
101000000023121,SEC RE NCD 10.90% SR.III,0.01,INE342T07452,NSE:NAVIFIN-NB,NAVIFIN
101000000023123,SEC RE NCD 10.65% SR.IV,0.01,INE342T07460,NSE:NAVIFIN-NC,NAVIFIN
101000000023125,SEC RE NCD 11.19% SR.V,0.01,INE342T07445,NSE:NAVIFIN-ND,NAVIFIN
101000000023127,SHIPPING CORP OF ILA LTD,0.05,INE0PB301013,NSE:SCILAL-EQ,SCILAL
10100000002313,MURUDESHWAR CERAMICS LTD,0.05,INE692B01014,NSE:MURUDCERA-EQ,MURUDCERA
101000000023138,CITI TBILL LINK2026SR812,0.01,INE915D08CV2,NSE:CITI-N0,CITI
101000000023140,NIFL 7.95% 2036 SR 7,0.01,INE246R07723,NSE:NIIF-N2,NIIF
101000000023142,POPULAR VEHICLES N SER L,0.05,INE772T01024,NSE:PVSL-EQ,PVSL
101000000023147,SIGNORIA CREATION LIMITED,0.05,INE0RDE01010,NSE:SIGNORIA-SM,SIGNORIA
101000000023151,GFL 6M OIS LINK 2027 SRB,0.01,INE02KN07030,NSE:GODREJFIN-N1,GODREJFIN
101000000023153,L&T FIN 8.24% 2027 SR J,0.01,INE498L07038,NSE:L&TFIN-NQ,L&TFIN
101000000023155,IREDA 7.57% 2029 SR XV G,0.01,INE202E08185,NSE:IREDA-NB,IREDA
101000000023157,IRFC 7.46% 2029 SR 178,0.01,INE053F08387,NSE:IRFC-NS,IRFC
101000000023159,AVP INFRACON LIMITED,0.05,INE0R9401019,NSE:AVPINFRA-SM,AVPINFRA
10100000002316,HEIDELBERGCEMENT (I) LTD,0.05,INE578A01017,NSE:HEIDELBERG-EQ,HEIDELBERG
101000000023163,NI INTFUND AIF SI RPDP RO,0.01,INF204K01EB8,NSE:NMFINARDR1-MF,NMFINARDR1
101000000023165,ABFL 8.33% 2027 SR L1,0.01,INE860H07IY4,NSE:ABFL-NE,ABFL
101000000023168,KISETSU 8.35% 2027 SR L1,0.01,INE0DZE07036,NSE:KISETSU-N0,KISETSU
10100000002317,GOI LOAN  6.76% 2061,0.01,IN0020200401,NSE:676GS2061-GS,676GS2061
101000000023170,KISETSU 8.254% 2029 SRL2,0.01,INE0DZE07028,NSE:KISETSU-N1,KISETSU
101000000023172,CHOLA 8.60% 2029 SR 638,0.01,INE121A07RY7,NSE:CHOLAFIN-NR,CHOLAFIN
101000000023175,KRYSTAL INTEGRATED SER L,0.05,INE0QN801017,NSE:KRYSTAL-EQ,KRYSTAL
101000000023181,MOTILALAMC - MOSMALL250,0.01,INF247L01CH6,NSE:MOSMALL250-EQ,MOSMALL250
101000000023184,MOTILALAMC - MOREALTY,0.01,INF247L01CI4,NSE:MOREALTY-EQ,MOREALTY
101000000023189,SDL TS 7.44% 2030,0.01,IN4520230488,NSE:744TS30-SG,744TS30
10100000002319,NCC LIMITED,0.05,INE868B01028,NSE:NCC-EQ,NCC
101000000023190,SDL CG 7.46% 2032,0.01,IN3520230266,NSE:746CG32-SG,746CG32
101000000023191,SDL UP 7.46% 2032,0.01,IN3320230300,NSE:746UP32-SG,746UP32
101000000023192,SDL CG 7.47% 2033,0.01,IN3520230274,NSE:747CG33-SG,747CG33
101000000023193,SDL TN 7.44% 2034,0.01,IN3120230484,NSE:744TN34A-SG,744TN34A
101000000023194,SDL RJ 7.46% 2034,0.01,IN2920230512,NSE:746RJ34-SG,746RJ34
101000000023195,SDL CG 7.47% 2034,0.01,IN3520230282,NSE:747CG34-SG,747CG34
101000000023196,SDL UK 7.47% 2034,0.01,IN3620230075,NSE:747UK34-SG,747UK34
101000000023197,SDL AS 7.47% 2034,0.01,IN1220230222,NSE:747AS34-SG,747AS34
101000000023198,SDL GA 7.47% 2034,0.01,IN1420230238,NSE:747GA34-SG,747GA34
101000000023199,SDL NL 7.48% 2034,0.01,IN2620230085,NSE:748NL34-SG,748NL34
10100000002320,SMC GLOBAL SECURITIES LTD,0.05,INE103C01036,NSE:SMCGLOBAL-EQ,SMCGLOBAL
101000000023200,SDL SK 7.5% 2034,0.01,IN3020230055,NSE:75SK34-SG,75SK34
101000000023201,SDL KA 7.45% 2035,0.01,IN1920230340,NSE:745KA35-SG,745KA35
101000000023202,SDL HR 7.45% 2035,0.01,IN1620230418,NSE:745HR35B-SG,745HR35B
101000000023203,SDL UP 7.48% 2036,0.01,IN3320230318,NSE:748UP36-SG,748UP36
101000000023204,SDL MN 7.5% 2036,0.01,IN2320230096,NSE:75MN36-SG,75MN36
101000000023205,SDL KA 7.45% 2037,0.01,IN1920230357,NSE:745KA37-SG,745KA37
101000000023206,SDL MH 7.45% 2037,0.01,IN2220230295,NSE:745MH37-SG,745MH37
101000000023207,SDL RJ 7.48% 2037,0.01,IN2920230520,NSE:748RJ37-SG,748RJ37
101000000023208,SDL MH 7.45% 2038,0.01,IN2220230303,NSE:745MH38-SG,745MH38
101000000023209,SDL KA 7.46% 2038,0.01,IN1920230365,NSE:746KA38-SG,746KA38
101000000023210,SDL TS 7.42% 2041,0.01,IN4520230496,NSE:742TS41-SG,742TS41
101000000023211,SDL WB 7.45% 2042,0.01,IN3420230283,NSE:745WB42-SG,745WB42
101000000023212,SDL RJ 7.46% 2042,0.01,IN2920230538,NSE:746RJ42-SG,746RJ42
101000000023213,SDL TN 7.44% 2044,0.01,IN3120230492,NSE:744TN44-SG,744TN44
101000000023214,SDL WB 7.45% 2044,0.01,IN3420230291,NSE:745WB44-SG,745WB44
101000000023215,SDL JK 7.47% 2044,0.01,IN4920230278,NSE:747JK44-SG,747JK44
101000000023216,SDL KL 7.42% 2049,0.01,IN2020230255,NSE:742KL49-SG,742KL49
101000000023217,SDL TN 7.4% 2054,0.01,IN3120230500,NSE:74TN54-SG,74TN54
101000000023218,SDL KL 7.42% 2064,0.01,IN2020230263,NSE:742KL64-SG,742KL64
101000000023219,GOI TBILL 91D-20/06/24,0.01,IN002023X542,NSE:91D200624-TB,91D200624
101000000023220,GOI TBILL 182D-19/09/24,0.01,IN002023Y532,NSE:182D190924-TB,182D190924
101000000023221,GOI TBILL 364D-20/03/25,0.01,IN002023Z547,NSE:364D200325-TB,364D200325
101000000023222,HDFC BANK 7.65% 2034 SR2,0.01,INE040A08AK2,NSE:HDFCBANK-N1,HDFCBANK
101000000023227,ENFUSE SOLUTIONS LIMITED,0.05,INE0S3X01014,NSE:ENFUSE-ST,ENFUSE
101000000023228,ABHFL 8.20% 2027 SR L1,0.01,INE831R07441,NSE:ABHFL-N6,ABHFL
101000000023233,ENSER COMMUNICATIONS LTD,0.05,INE0R9I01013,NSE:ENSER-ST,ENSER
101000000023234,VISESH INFOTECNICS LTD,0.05,INE861A01058,NSE:VISESHINFO-BZ,VISESHINFO
101000000023240,BFL 7.80% 2027,0.01,INE465A08038,NSE:BHARATFORG-N0,BHARATFORG
101000000023242,IIFL 9.50% 2027 SR D25,0.01,INE530B07401,NSE:IIFL-Y2,IIFL
101000000023244,CHOLA 8.85% 2034 SR SD69,0.01,INE121A08PM4,NSE:CHOLAFIN-NS,CHOLAFIN
101000000023246,TCHFL 7.92% 2034 SR E,0.01,INE033L07IG7,NSE:TATACAPHSG-NF,TATACAPHSG
101000000023248,LHFL 7.73% 2034 TR 439,0.01,INE115A07QP9,NSE:LICHSGFIN-N2,LICHSGFIN
101000000023250,IREDA 7.59% 2034 SR XV H,0.01,INE202E08193,NSE:IREDA-NC,IREDA
101000000023252,SIDBI 7.68% 2027 SR IX,0.01,INE556F08KP4,NSE:SIDBI-N3,SIDBI
101000000023254,NABARD 7.62% 2029 SR 24H,0.01,INE261F08EH1,NSE:NABARD-N3,NABARD
10100000002328,CPSE ETF,0.01,INF457M01133,NSE:CPSEETF-EQ,CPSEETF
101000000023281,SEC RE NCD 9.25% SR I,0.01,INE148I07SA1,NSE:IBULHSG-YN,IBULHSG
101000000023283,SEC RE NCD 9.65% SR I,0.01,INE148I07SD5,NSE:IBULHSG-YO,IBULHSG
101000000023285,SEC RE NCD 8.88% SR II,0.01,INE148I07SB9,NSE:IBULHSG-YP,IBULHSG
101000000023287,SEC RE NCD 9.25% SR II,0.01,INE148I07SC7,NSE:IBULHSG-YQ,IBULHSG
101000000023289,SEC RE NCD SR III,0.01,INE148I07SF0,NSE:IBULHSG-YR,IBULHSG
101000000023291,SEC RE NCD 9.4% SR IV,0.01,INE148I07SH6,NSE:IBULHSG-YS,IBULHSG
101000000023293,SEC RE NCD 9.9% SR IV,0.01,INE148I07SG8,NSE:IBULHSG-YT,IBULHSG
101000000023295,SEC RE NCD 9.02% SR V,0.01,INE148I07SJ2,NSE:IBULHSG-YU,IBULHSG
101000000023297,SEC RE NCD 9.48% SR V,0.01,INE148I07SI4,NSE:IBULHSG-YV,IBULHSG
101000000023299,SEC RE NCD SR VI,0.01,INE148I07SK0,NSE:IBULHSG-YW,IBULHSG
101000000023301,SEC RE NCD 9.65% SR VII,0.01,INE148I07SP9,NSE:IBULHSG-YX,IBULHSG
101000000023303,SEC RE NCD 10.15% SR VII,0.01,INE148I07SS3,NSE:IBULHSG-YY,IBULHSG
101000000023305,SEC RE NCD 9.25% SR VIII,0.01,INE148I07SO2,NSE:IBULHSG-YZ,IBULHSG
101000000023307,SEC RE NCD 9.71% SR VIII,0.01,INE148I07SN4,NSE:IBULHSG-Z0,IBULHSG
101000000023309,SEC RE NCD 10% SR IX,0.01,INE148I07SU9,NSE:IBULHSG-Z1,IBULHSG
10100000002331,JAYASWAL NECO INDUSTR LTD,0.05,INE854B01010,NSE:JAYNECOIND-EQ,JAYNECOIND
101000000023311,SEC RE NCD 10.5% SR IX,0.01,INE148I07SM6,NSE:IBULHSG-Z2,IBULHSG
101000000023313,SEC RE NCD 9.57% SR X,0.01,INE148I07ST1,NSE:IBULHSG-Z3,IBULHSG
101000000023315,SEC RE NCD 10.03% SR X,0.01,INE148I07SX3,NSE:IBULHSG-Z4,IBULHSG
101000000023317,SEC RE NCD 10.25% SR XI,0.01,INE148I07SV7,NSE:IBULHSG-Z5,IBULHSG
101000000023319,SEC RE NCD 10.75% SR XI,0.01,INE148I07SR5,NSE:IBULHSG-Z6,IBULHSG
101000000023321,SEC RE NCD 9.80% SR XII,0.01,INE148I07SW5,NSE:IBULHSG-Z7,IBULHSG
101000000023323,SEC RE NCD 10.25% SR XII,0.01,INE148I07SQ7,NSE:IBULHSG-Z8,IBULHSG
101000000023325,SDL RJ 7.47% 2033,0.01,IN2920230546,NSE:747RJ33-SG,747RJ33
101000000023326,SDL TN 7.43% 2034,0.01,IN3120230518,NSE:743TN34-SG,743TN34
101000000023327,SDL RJ 7.49% 2040,0.01,IN2920230561,NSE:749RJ40-SG,749RJ40
101000000023328,SDL WB 7.52% 2039,0.01,IN3420230309,NSE:752WB39-SG,752WB39
101000000023329,SDL UP 7.51% 2040,0.01,IN3320230391,NSE:751UP40-SG,751UP40
101000000023330,SDL MH 7.46% 2041,0.01,IN2220230360,NSE:746MH41-SG,746MH41
101000000023331,SDL MH 7.48% 2042,0.01,IN2220230378,NSE:748MH42-SG,748MH42
101000000023332,SDL MH 7.5% 2044,0.01,IN2220230386,NSE:75MH44-SG,75MH44
101000000023333,SDL RJ 7.52% 2044,0.01,IN2920230579,NSE:752RJ44-SG,752RJ44
101000000023334,SDL WB 7.53% 2044,0.01,IN3420230317,NSE:753WB44-SG,753WB44
101000000023335,SDL TS 7.48% 2050,0.01,IN4520230504,NSE:748TS50-SG,748TS50
101000000023336,SDL KL 7.53% 2050,0.01,IN2020230289,NSE:753KL50-SG,753KL50
101000000023337,SDL TN 7.5% 2054,0.01,IN3120230526,NSE:75TN54-SG,75TN54
101000000023338,SDL JK 7.51% 2054,0.01,IN4920230286,NSE:751JK54-SG,751JK54
101000000023339,SDL KL 7.54% 2055,0.01,IN2020230297,NSE:754KL55-SG,754KL55
101000000023340,SDL UK 7.36% 2026,0.01,IN3620230083,NSE:736UK26-SG,736UK26
101000000023341,SDL AS 7.46% 2031,0.01,IN1220230230,NSE:746AS31-SG,746AS31
101000000023342,SDL KA 7.42% 2032,0.01,IN1920230373,NSE:742KA32-SG,742KA32
101000000023343,SDL CG 7.47% 2032,0.01,IN3520230290,NSE:747CG32-SG,747CG32
101000000023344,SDL KA 7.44% 2033,0.01,IN1920230381,NSE:744KA33-SG,744KA33
101000000023345,SDL CG 7.47% 2033,0.01,IN3520230308,NSE:747CG33A-SG,747CG33A
101000000023346,SDL RJ 7.44% 2034,0.01,IN2920230553,NSE:744RJ34A-SG,744RJ34A
101000000023347,SDL CG 7.47% 2034,0.01,IN3520230316,NSE:747CG34A-SG,747CG34A
101000000023348,SDL HR 7.49% 2035,0.01,IN1620230426,NSE:749HR35-SG,749HR35
101000000023349,SDL CG 7.49% 2035,0.01,IN3520230324,NSE:749CG35-SG,749CG35
101000000023350,SDL UP 7.49% 2036,0.01,IN3320230367,NSE:749UP36-SG,749UP36
101000000023351,SDL KL 7.49% 2036,0.01,IN2020230271,NSE:749KL36-SG,749KL36
101000000023352,SDL MN 7.5% 2036,0.01,IN2320230104,NSE:75MN36A-SG,75MN36A
101000000023353,SDL UP 7.51% 2038,0.01,IN3320230375,NSE:751UP38-SG,751UP38
101000000023354,SDL MH 7.45% 2039,0.01,IN2220230352,NSE:745MH39-SG,745MH39
101000000023355,SDL HP 7.52% 2039,0.01,IN1720230144,NSE:752HP39-SG,752HP39
101000000023356,SDL UP 7.52% 2039,0.01,IN3320230383,NSE:752UP39-SG,752UP39
101000000023357,SDL GA 7.52% 2039,0.01,IN1420230246,NSE:752GA39-SG,752GA39
101000000023358,GOI TBILL 91D-27/06/24,0.01,IN002023X559,NSE:91D270624-TB,91D270624
101000000023359,GOI TBILL 182D-26/09/24,0.01,IN002023Y540,NSE:182D260924-TB,182D260924
101000000023360,GOI TBILL 364D-27/03/25,0.01,IN002023Z562,NSE:364D270325-TB,364D270325
101000000023361,MFL 8.90% 2027,0.01,INE414G07JB8,NSE:MUTHOOTFIN-NK,MUTHOOTFIN
101000000023363,MFL REPO RATE LINK 2027,0.01,INE414G07JC6,NSE:MUTHOOTFIN-NL,MUTHOOTFIN
101000000023367,SRI ADHIKARI BRO TELE N L,0.05,INE416A01044,NSE:SABTNL-BE,SABTNL
101000000023373,VISHWAS AGRI SEEDS LTD,0.05,INE0S2E01016,NSE:VISHWAS-ST,VISHWAS
101000000023374,BALKRSHNA PAPER MILLS LTD,0.05,INE875R20011,NSE:BALKRI-RE-BE,BALKRI-RE
101000000023382,NAMAN IN-STORE (INDIA) L,0.05,INE0RJM01010,NSE:NAMAN-ST,NAMAN
101000000023386,VICEROY HOTELS LIMITED,0.05,INE048C01025,NSE:VHLTD-BE,VHLTD
101000000023390,CCSPL 10.35% 2026,0.01,INE157D07EH8,NSE:CCSP-N2,CCSP
101000000023393,SHFL 7.95% 2034 SR 339,0.01,INE667F07IQ3,NSE:SHFL-N1,SHFL
101000000023401,ASPIRE & INNOVATIVE ADV L,0.05,INE0S7801010,NSE:ASPIRE-ST,ASPIRE
101000000023403,SRM CONTRACTORS LIMITED,0.05,INE0R6Z01013,NSE:SRM-BE,SRM
101000000023407,DSPAMC - LIQUIDADD,0.01,INF740KA1UM0,NSE:LIQUIDADD-EQ,LIQUIDADD
101000000023413,BLUE PEBBLE LIMITED,0.05,INE0SAK01011,NSE:BLUEPEBBLE-ST,BLUEPEBBLE
101000000023414,VCCL 13.50% 2025,0.01,INE04HY07096,NSE:VCCL-N0,VCCL
101000000023420,TRUST FINTECH LIMITED,0.05,INE0SWN01019,NSE:TRUST-ST,TRUST
101000000023421,SDL AP 7.39% 2030,0.01,IN1020240017,NSE:739AP30-SG,739AP30
101000000023422,SDL PN 7.49% 2032,0.01,IN2820240017,NSE:749PN32-SG,749PN32
101000000023423,SDL TN 7.42% 2034,0.01,IN3120240012,NSE:742TN34A-SG,742TN34A
101000000023424,SDL HP 7.45% 2044,0.01,IN1720240010,NSE:745HP44-SG,745HP44
101000000023425,SDL AP 7.46% 2044,0.01,IN1020240058,NSE:746AP44-SG,746AP44
101000000023426,SDL ML 7.46% 2034,0.01,IN2420240011,NSE:746ML34-SG,746ML34
101000000023427,SDL TS 7.44% 2036,0.01,IN4520240016,NSE:744TS36-SG,744TS36
101000000023428,SDL PN 7.48% 2037,0.01,IN2820240025,NSE:748PN37-SG,748PN37
101000000023429,SDL MH 7.43% 2039,0.01,IN2220240013,NSE:743MH39-SG,743MH39
101000000023430,SDL MH 7.44% 2041,0.01,IN2220240021,NSE:744MH41-SG,744MH41
101000000023431,SDL AP 7.46% 2041,0.01,IN1020240025,NSE:746AP41B-SG,746AP41B
101000000023432,SDL MH 7.44% 2042,0.01,IN2220240039,NSE:744MH42-SG,744MH42
101000000023433,SDL AP 7.46% 2042,0.01,IN1020240033,NSE:746AP42-SG,746AP42
101000000023434,SDL AP 7.46% 2043,0.01,IN1020240041,NSE:746AP43A-SG,746AP43A
101000000023435,GOI TBILL 91D-04/07/24,0.01,IN002024X011,NSE:91D040724-TB,91D040724
101000000023436,GOI TBILL 182D-03/10/24,0.01,IN002024Y019,NSE:182D031024-TB,182D031024
101000000023437,GOI TBILL 364D-03/04/25,0.01,IN002024Z016,NSE:364D030425-TB,364D030425
101000000023441,TAC INFOSEC LIMITED,0.05,INE0SOY01013,NSE:TAC-ST,TAC
101000000023445,RADIOWALLA NETWORK LTD,0.05,INE430U01019,NSE:RADIOWALLA-ST,RADIOWALLA
1010000000235,AAKASH EXPLORATION SER L,0.05,INE087Z01024,NSE:AAKASH-EQ,AAKASH
10100000002350,NURECA LIMITED,0.05,INE0DSF01015,NSE:NURECA-EQ,NURECA
10100000002354,KBC GLOBAL LIMITED,0.05,INE278R01034,NSE:KBCGLOBAL-EQ,KBCGLOBAL
1010000000236,ASIAN PAINTS LIMITED,0.05,INE021A01026,NSE:ASIANPAINT-EQ,ASIANPAINT
101000000023650,MUTHOOT FINANCE LIMITED,0.05,INE414G01012,NSE:MUTHOOTFIN-EQ,MUTHOOTFIN
10100000002366,GIRIRAJ CIVIL DEVP LTD,0.05,INE614Z01017,NSE:GIRIRAJ-ST,GIRIRAJ
10100000002372,SDL PY 6.3% 2026,0.01,IN3820200076,NSE:63PY26-SG,63PY26
10100000002374,SDL AS 6.7% 2027,0.01,IN1220200290,NSE:67AS27-SG,67AS27
10100000002380,SDL CG 7.08% 2029,0.01,IN3520200111,NSE:708CG29-SG,708CG29
101000000023804,ADITYBIRLA SL GOLD ETF-GR,0.01,INF209KB18D3,NSE:BSLGOLDETF-EQ,BSLGOLDETF
10100000002381,SDL GJ 7.07% 2031,0.01,IN1520200271,NSE:707GJ31-SG,707GJ31
10100000002383,SDL MH 7.08% 2031,0.01,IN2220200348,NSE:708MH31-SG,708MH31
10100000002384,SDL SK 7.19% 2031,0.01,IN3020200058,NSE:719SK31-SG,719SK31
101000000023845,UTI-FIIF II-QIP- V-RG,0.01,INF789F01GW9,NSE:UFIS2QPRG5-MF,UFIS2QPRG5
101000000023848,UTI-FIIF II-QIP- V-RDP,0.01,INF789F01GU3,NSE:UFIS2QPRP5-MF,UFIS2QPRP5
10100000002385,NAVNEET EDUCATION LTD,0.05,INE060A01024,NSE:NAVNETEDUL-EQ,NAVNETEDUL
101000000023851,UTI-FIIF II-QIP- V-RDR,0.01,INF789F01GV1,NSE:UFIS2QPRR5-MF,UFIS2QPRR5
10100000002386,SDL GA 7.2% 2031,0.01,IN1420200272,NSE:72GA31-SG,72GA31
10100000002387,SDL UP 7.2% 2031,0.01,IN3320200303,NSE:72UP31-SG,72UP31
10100000002388,NELCO LTD,0.05,INE045B01015,NSE:NELCO-EQ,NELCO
10100000002389,SDL AS 7.24% 2031,0.01,IN1220200308,NSE:724AS31-SG,724AS31
10100000002391,SDL JH 7.2% 2035,0.01,IN3720200051,NSE:72JH35-SG,72JH35
10100000002394,SDL TR 7.34% 2036,0.01,IN3220200056,NSE:734TR36-SG,734TR36
10100000002395,SDL AP 7.22% 2037,0.01,IN1020200581,NSE:722AP37-SG,722AP37
10100000002397,SANDHAR TECHNOLOGIES LTD,0.05,INE278H01035,NSE:SANDHAR-EQ,SANDHAR
10100000002398,SDL KA 7.22% 2038,0.01,IN1920200590,NSE:722KA38-SG,722KA38
10100000002400,SDL KA 7.35% 2039,0.01,IN1920200608,NSE:735KA39-SG,735KA39
10100000002404,SDL KA 7.35% 2040,0.01,IN1920200616,NSE:735KA40-SG,735KA40
101000000024049,UTI-FIIF - AIP- I- IG,0.01,INF789F01FJ8,NSE:UTFIAIPIGI-MF,UTFIAIPIGI
101000000024055,UTI-FIIF - AIP- I- RG,0.01,INF789F01FG4,NSE:UTFIAIPRGI-MF,UTFIAIPRGI
101000000024058,UTI-FIIF - AIP- I- RDP,0.01,INF789F01FE9,NSE:UTFIAIPRPI-MF,UTFIAIPRPI
10100000002406,NEULAND LAB LTD.,0.05,INE794A01010,NSE:NEULANDLAB-EQ,NEULANDLAB
101000000024061,UTI-FIIF  -AIP- I- RDR,0.01,INF789F01FF6,NSE:UTFIAIPRRI-MF,UTFIAIPRRI
10100000002407,SDL HR 7.18% 2041,0.01,IN1620200155,NSE:718HR41-SG,718HR41
101000000024100,UTI-FIIF AIP - III - RG,0.01,INF789F01FS9,NSE:UIAIPRGIII-MF,UIAIPRGIII
101000000024103,UTI-FIIF AIP - III - RDP,0.01,INF789F01FQ3,NSE:UIAIPRPIII-MF,UIAIPRPIII
10100000002412,PIRAMAL ENTERPRISES LTD,0.05,INE140A01024,NSE:PEL-EQ,PEL
10100000002413,SDL RJ 7.22% 2041,0.01,IN2920200721,NSE:722RJ41-SG,722RJ41
10100000002414,SDL WB 7.23% 2041,0.01,IN3420200260,NSE:723WB41-SG,723WB41
101000000024184,PI INDUSTRIES LTD,0.05,INE603J01030,NSE:PIIND-EQ,PIIND
101000000024190,SYMPHONY LIMITED,0.05,INE225D01027,NSE:SYMPHONY-EQ,SYMPHONY
101000000024196,VADILAL INDUSTRIES LTD,0.05,INE694D01016,NSE:VADILALIND-EQ,VADILALIND
10100000002421,NILKAMAL LIMITED,0.05,INE310A01015,NSE:NILKAMAL-EQ,NILKAMAL
101000000024217,INVESCO INDIA NIFTY ETF,0.01,INF205K01DA9,NSE:IVZINNIFTY-EQ,IVZINNIFTY
101000000024225,RELAXO FOOT LTD.,0.05,INE131B01039,NSE:RELAXO-EQ,RELAXO
101000000024231,OM INFRA LIMITED,0.05,INE239D01028,NSE:OMINFRAL-EQ,OMINFRAL
101000000024265,ESTER INDUSTRIES LTD,0.05,INE778B01029,NSE:ESTER-EQ,ESTER
101000000024292,VST TILLERS TRACTORS LTD,0.05,INE764D01017,NSE:VSTTILLERS-EQ,VSTTILLERS
10100000002431,RAILTEL CORP OF IND LTD,0.05,INE0DD101019,NSE:RAILTEL-EQ,RAILTEL
10100000002435,NIP IND ETF CONSUMPTION,0.01,INF204KA1LD7,NSE:CONSUMBEES-EQ,CONSUMBEES
101000000024389,KARMA ENERGY LIMITED,0.05,INE725L01011,NSE:KARMAENG-BE,KARMAENG
101000000024391,DELPHI WORLD MONEY LTD,0.05,INE726L01019,NSE:DELPHIFX-EQ,DELPHIFX
101000000024403,ASHIANA HOUSING LTD,0.05,INE365D01021,NSE:ASHIANA-EQ,ASHIANA
101000000024409,DHANUKA AGRITECH LTD,0.05,INE435G01025,NSE:DHANUKA-EQ,DHANUKA
10100000002442,NOCIL LIMITED,0.05,INE163A01018,NSE:NOCIL-EQ,NOCIL
1010000000245,ARCHIDPLY DECOR LIMITED,0.05,INE0CHO01012,NSE:ADL-EQ,ADL
101000000024532,FILATEX INDIA LTD,0.05,INE816B01035,NSE:FILATEX-EQ,FILATEX
101000000024538,MAITHAN ALLOYS LTD,0.05,INE683C01011,NSE:MAITHANALL-EQ,MAITHANALL
10100000002454,CENTRUM CAPITAL LIMITED,0.05,INE660C01027,NSE:CENTRUM-EQ,CENTRUM
101000000024595,RUSHIL DECOR LIMITED,0.05,INE573K01017,NSE:RUSHIL-EQ,RUSHIL
10100000002463,MISHRA DHATU NIGAM LTD,0.05,INE099Z01011,NSE:MIDHANI-EQ,MIDHANI
10100000002475,OIL AND NATURAL GAS CORP.,0.05,INE213A01029,NSE:ONGC-EQ,ONGC
101000000024781,ADITYBIRLA SL NIF ETF-GR,0.01,INF209KB19D1,NSE:BSLNIFTY-EQ,BSLNIFTY
10100000002481,ONWARD TECHNOLOGIES LTD,0.05,INE229A01017,NSE:ONWARDTEC-EQ,ONWARDTEC
101000000024874,INVENTURE GRO & SEC LTD,0.05,INE878H01024,NSE:INVENTURE-BE,INVENTURE
10100000002489,ICICI SECURITIES LIMITED,0.05,INE763G01038,NSE:ISEC-EQ,ISEC
101000000024924,ELGI RUBBER CO. LTD,0.05,INE819L01012,NSE:ELGIRUBCO-EQ,ELGIRUBCO
10100000002493,ORIENT HOTELS LTD,0.05,INE750A01020,NSE:ORIENTHOT-EQ,ORIENTHOT
101000000024948,L&T FINANCE HOLDINGS LTD,0.05,INE498L01015,NSE:L&TFH-EQ,L&TFH
10100000002495,SILGO RETAIL LIMITED,0.05,INE01II01013,NSE:SILGO-BE,SILGO
10100000002496,ORIENT PAPER AND INDS LTD,0.05,INE592A01026,NSE:ORIENTPPR-EQ,ORIENTPPR
101000000024969,WINDSOR MACHINES LIMITED,0.05,INE052A01021,NSE:WINDMACHIN-EQ,WINDMACHIN
